route_short_name,route_long_name,route_desc,route_type,route_id,agency_id,via
226-KG,226-KGDOWN,Kumbalagodu To Kempegowda Bus Station,3,3628,BMTC,RV College Nayandahalli
320-A,320-AUP,Kempegowda Bus Station To Nagondanahalli,3,3630,BMTC,Hoodi
320-A,320-ADOWN,Nagondanahalli To Kempegowda Bus Station,3,3634,BMTC,Hoodi
319-C,319-CUP,Kempegowda Bus Station To Kadugudi Bus Stand,3,3643,BMTC,Hoodi
319-C,319-CDOWN,Kadugudi Bus Stand To Kempegowda Bus Station,3,3647,BMTC,Hoodi
320-H,320-HUP,Shivajinagara Bus Station To Gandhipura,3,3652,BMTC,Hoodi
226-T,226-TUP,KR Market To Talaguppe,3,3654,BMTC,Kengeri Gollarapalya
319-G,319-GUP,Kempegowda Bus Station To Dr Ambedkar Nagara,3,3656,BMTC,Pattandur Agrahara
320-E,320-EUP,Shivajinagara Bus Station To Nagondanahalli,3,3662,BMTC,Hoodi
320-H,320-HDOWN,Gandhipura To Shivajinagara Bus Station,3,3676,BMTC,Hoodi
319-G,319-GDOWN,Dr Ambedkar Nagara To Kempegowda Bus Station,3,3677,BMTC,Hoodi
226-C,226-CUP,KR Market To Thimmappanapalya,3,3680,BMTC,Kengeri
321,321UP,KR Market To Muthkuru,3,3681,BMTC,Halasuru Hope Farm
321,321DOWN,Muthkuru To KR Market,3,3685,BMTC,Hope Farm Halasuru
226-L,226-LDOWN,Hakki Pikki Colony To KR Market,3,3688,BMTC,Basavanagara Bapujinagara
228,228DOWN,Gonipura To KR Market,3,3691,BMTC,Kumbalagodu RV College
60-B,60-BUP,JP Nagara 3rd Phase To Chandra Layout,3,3703,BMTC,Chamarajapete
291-H,291-HUP,Kempegowda Bus Station To Ramakrishna Hegde Nagara,3,3717,BMTC,Indian Express
321-G,321-GUP,Kempegowda Bus Station To Muthkuru,3,3718,BMTC,Mayohall Tin Factory MVJ College
321-G,321-GDOWN,Muthkuru To Kempegowda Bus Station,3,3721,BMTC,MVJ College Tin Factory Mysore Bank
321-D,321-DDOWN,Naganayakanakote To KR Market,3,3725,BMTC,Hope Farm Halasuru
291-H,291-HDOWN,Ramakrishna Hegdenagara To Kempegowda Bus Station,3,3727,BMTC,Indian Express
228-F,228-FDOWN,Chikkakuntanahalli To KR Market,3,3728,BMTC,Kubalagodu RV College
304,304UP,KR Market To Arehalli,3,3742,BMTC,KR Puram Railway Station Dunnasandra Cross
304-H,304-HUP,Kempegowda Bus Station To Arehalli,3,3753,BMTC,KR Puram Railway Station Dunnasandra Cross
304-H,304-HDOWN,Arehalli To Kempegowda Bus Station,3,3756,BMTC,Dodda Dunnasandra Cross KR Puram Railway Station
304-N,304-NUP,KR Market To Anugundnahalli,3,3760,BMTC,Mayohall KR Puram Railway Station Hope Farm
291-B,291-BUP,Rachenahalli To KR Market,3,3766,BMTC,Indian Express
304-N,304-NDOWN,Anugundnahalli To KR Market,3,3767,BMTC,Hope Farm Tin Factory Halasuru
304-X,304-XUP,Kempegowda Bus Station To Arehalli,3,3773,BMTC,KR Puram Railway Station Dodda Dunnasandra
306-D,306-DUP,Kempegowda Bus Station To Devanagondi,3,3775,BMTC,Hoodi
306-D,306-DDOWN,Devanagondi To Kempegowda Bus Station,3,3777,BMTC,Channasandra
306-T,306-TUP,KR Market To Banarahalli,3,3778,BMTC,Mayohall Hoodi
306-C,306-CUP,KR Market To Kanikal,3,3781,BMTC,Channasandra
306-T,306-TDOWN,Banarahalli To KR Market,3,3782,BMTC,Medahalli Hoodi
306-C,306-CDOWN,Kanikal To KR Market,3,3783,BMTC,Channasandra
304-X,304-XDOWN,Arehalli To Kempegowda Bus Station,3,3785,BMTC,Dodda Dunnasandra KR Puram Railway Station
306,306UP,KR Market To Devanagondi,3,3786,BMTC,Channasandra
306,306DOWN,Devanagondi To KR Market,3,3789,BMTC,Channasandra
CS-HPPCR-ADT,CS-HPPCR-ADTUP,HP Petrol Bunk Coles Road To Adithi School,3,3794,BMTC,NES Office
304-P,304-PUP,KR Market To Yettu Kodi,3,3809,BMTC,Hoodi Medi Mallasandra
304-P,304-PDOWN,Yettu Kodi To KR Market,3,3813,BMTC,Medi Mallasandra Hoodi
305-V,305-VDOWN,Devalapura Circle To Kempegowda Bus Station,3,3816,BMTC,Channasandra
304-Q,304-QUP,KR Market To Ganagaluru,3,3817,BMTC,Hoodi Medi Mallasandra
304-Q,304-QDOWN,Ganagaluru To KR Market,3,3828,BMTC,Medi Mallasandra Hoodi
226-B,226-BUP,KR Market To Hampapura,3,3831,BMTC,Kengeri
304-T,304-TUP,KR Market To Dodda Dunnasandra Cross,3,3840,BMTC,Hoodi Channasandra
304-T,304-TDOWN,Dodda Dunnasandra Cross To KR Market,3,3846,BMTC,Channasandra Hoodi
306-B,306-BDOWN,Thindlu To KR Market,3,3858,BMTC,Devalapura Hoodi
306-K,306-KUP,KR Market To D Hosahalli,3,3860,BMTC,Hoodi Channasandra
306-K,306-KDOWN,D Hosahalli To KR Market,3,3862,BMTC,Channasandra Hoodi
215-CD,215-CDUP,Jayanagara 4th Block To J Srinivasa Reddy Layout,3,3863,BMTC,Kothanuru Dinne
305-B,305-BDOWN,Makanahalli To KR Market,3,3864,BMTC,Mallasandra Hope Farm Halasuru
215-CD,215-CDDOWN,J Srinivasa Reddy Layout To Jayanagara TTMC,3,3868,BMTC,Kothanuru Dinne
306-Q,306-QUP,Shivajinagara Bus Station To Devanagondi,3,3879,BMTC,Hoodi Dhunnasandra
306-Q,306-QDOWN,Devanagondi To Shivajinagara Bus Station,3,3881,BMTC,Channasandra Halasuru
305-R,305-RUP,KR Market To Doddadasarahalli,3,3883,BMTC,Hoodi Naduvathi
305-R,305-RDOWN,Doddadasarahalli To KR Market,3,3887,BMTC,Naduvathi Hoodi
305-G,305-GUP,Devarashettyhalli To KR Market,3,3888,BMTC,Mallasandra Hope Farm Halasuru
305-M,305-MUP,Kempegowda Bus Station To Tharabanahalli,3,3895,BMTC,Hoodi Makanahalli
305-M,305-MDOWN,Tharabnahalli To Kempegowda Bus Station,3,3900,BMTC,Makanahalli Hoodi
305-H,305-HUP,Shivajinagara Bus Station To Naduvatti Colony,3,3901,BMTC,Halasuru Hope Farm Koralur
305-K,305-KUP,Shivajinagara Bus Station To Kattigenahalli,3,3903,BMTC,Hoodi Makanahalli
305-K,305-KDOWN,Kattigenahalli To Shivajinagara Bus Station,3,3905,BMTC,Makanahalli Hoodi
305-H,305-HDOWN,Naduvatti Colony To Shivajinagara Bus Station,3,3906,BMTC,Koraluru Hope Farm Halasuru
306-A,306-AUP,KR Market To Lingadheera Mallasandra,3,3907,BMTC,Hoodi Devanagundi
306-A,306-ADOWN,Lingadheera Mallasandra To KR Market,3,3908,BMTC,Devanagundi Hoodi
306-E,306-EUP,KR Market To Narayanakere,3,3910,BMTC,Hoodi Handanahalli
306-E,306-EDOWN,Narayanakere To KR Market,3,3911,BMTC,Medahalli Hoodi
306-G,306-GUP,KR Market To Somlapura,3,3913,BMTC,Hoodi Devanagundi
306-G,306-GDOWN,Somlapura To KR Market,3,3915,BMTC,Devanagundi Hoodi
306-J,306-JUP,KR Market To Domlur,3,3925,BMTC,Hoodi Devanagundi
306-J,306-JDOWN,Domlur To KR Market,3,3927,BMTC,Devanagundi Hoodi
305-D,305-DDOWN,Channasandra To Kempegowda Bus Station,3,3928,BMTC,Hope Farm Halasuru Corporation
304-S,304-SUP,Shivajinagara Bus Station To Kalkunte Agrahara,3,3937,BMTC,Halasuru Hope Farm Bodana Hosahalli
291,291UP,Sri Ramapura To KR Market,3,3939,BMTC,Indian Express
304-S,304-SDOWN,Kalkunte Agahara To Shivajinagara Bus Station,3,3946,BMTC,Bodana Hosahalli Hope Farm Halasuru
248-A,248-AUP,Jalahalli Cross To Laggere New Bus Stand,3,3954,BMTC,Rajgopalnagara Police Station
248-A,248-ADOWN,Laggere New Bus Stand To Jalahalli Cross,3,3955,BMTC,Rajagopalanagara Police Station
248-AB,248-ABUP,KR Market To Jalahalli Cross,3,3958,BMTC,Vijayanagara Sunkadakatte
248-AB,248-ABDOWN,Jalahalli Cross To KR Market,3,3959,BMTC,Sunkadakatte Vijayanagara
38,38UP,NR Colony To Dr BR Ambedkar Bus Terminal,3,3969,BMTC,Mayohall
38,38DOWN,Dr BR Ambedkar Bus Terminal To NR Colony,3,3971,BMTC,Halasuru
290-F,290-FUP,Agrahara Layout To Shivajinagara Bus Station,3,3988,BMTC,Thanisandra Nagavara
290-F,290-FDOWN,Shivajinagara Bus Station To Agrahara Layout,3,3994,BMTC,Thanisandra Nagavara
290-N,290-NUP,KR Market To Thanisandra,3,4014,BMTC,Nagavara
290,290UP,Shivajinagara Bus Station To Thanisandra,3,4022,BMTC,Nagavara
290,290DOWN,Thanisandra To Shivajinagara Bus Station,3,4023,BMTC,Nagavara
250-N,250-NUP,Shivajinagara Bus Station To MEI Layout,3,4034,BMTC,Yashawanthapura Jalahalli Cross
250-N,250-NDOWN,MEI Layout To Shivajinagara Bus Station,3,4036,BMTC,Yashawanthapura Mekhri Circle
291-P,291-PUP,Shivajinagara Bus Station To Yalahanka Old Town,3,4037,BMTC,Srirampura
290-D,290-DDOWN,Kempegowda Bus Station To Ambedkar Medical College Shampura ,3,4055,BMTC,Coles Park
305-F,305-FDOWN,Naduvatti Colony To KR Market,3,4090,BMTC,Mallasandra Hoodi Halasuru
305-F,305-FUP,KR Market To Naduvatti Colony,3,4092,BMTC,Mayohall Hoodi Mallasandra
305-P,305-PDOWN,Bommana Bande To KR Market,3,4095,BMTC,Naduvathi Hope Farm Halasuru
305-J,305-JUP,Hoskote Ayyappa Temple To KR Market,3,4100,BMTC,Mallasandra Hope Farm Halasuru
125-A,125-ADOWN,Marappa Garden To KR Market,3,4109,BMTC,Shivajinagara
305-L,305-LUP,Kempegowda Bus Station To Vagata,3,4133,BMTC,Mayohall Hoodi Bisanahalli
305-L,305-LDOWN,Vagata To Kempegowda Bus Station,3,4134,BMTC,Bisanahalli Hoodi Halasuru
226-L,226-LUP,KR Market To Hakki Pikki Colony,3,4147,BMTC,Kengeri Hejjala Cross
226-Q,226-QDOWN,Bidadi To Kempegowda Bus Station,3,4148,BMTC,RV College Bapujinagara
226-T,226-TDOWN,Talaguppe To KR Market,3,4154,BMTC,RV College Bapujinagara
323-AK,323-AKDOWN,Gonighattapura To Kempegowda Bus Station,3,4169,BMTC,Marathahalli Bridge
328-F,328-FUP,Kempegowda Bus Station To Valepura,3,4171,BMTC,Marathahalli Bridge
328-F,328-FDOWN,Valepura To Kempegowda Bus Station,3,4174,BMTC,Marathahalli Domlur
290-C,290-CUP,Shivajinagara Bus Station To Nagavara,3,4178,BMTC,Coles Park
290-C,290-CDOWN,Nagavara To Shivajinagara Bus Station,3,4180,BMTC,Coles Park
328-M,328-MDOWN,Madhuranagara To Kempegowda Bus Station,3,4184,BMTC,Marathahalli Domlur
327,327UP,KR Market To Gunjuru,3,4202,BMTC,HAL Main Gate
323-F,323-FUP,Kempegowda Bus Station To Nerige,3,4206,BMTC,Mayohall Varthuru Kodi Thippasandra
327,327DOWN,Gunjuru To KR Market,3,4210,BMTC,Marathahalli Domlur
323-F,323-FDOWN,Nerige To Kempegowda Bus Station,3,4212,BMTC,Thippasandra Varthuru Kodi Pallavi Talkies
323-A,323-AUP,KR Market To Gonighattapura,3,4223,BMTC,Domlur Varthuru
323-A,323-ADOWN,Gonighattapura To KR Market,3,4224,BMTC,Varthuru Domlur
324-D,324-DUP,KR Market To White Field Post Office,3,4225,BMTC,Domlur Siddapura
324-D,324-DDOWN,White Field Post Office To KR Market,3,4228,BMTC,Siddapura Domlur
327-E,327-EUP,KR Market To Gunjurupalya,3,4231,BMTC,Domlur
323-G,323-GUP,KR Market To Ramanayakanahalli,3,4235,BMTC,Mayohall HAL Main Gate Gunjuru
327-E,327-EDOWN,Gunjurupalya To KR Market,3,4236,BMTC,Marathahalli Domlur
323-G,323-GDOWN,Ramanayakanahalli To KR Market,3,4237,BMTC,Gunjuru HAL Main Gate Richmond Circle
323-E,323-EDOWN,Nerige To KR Market,3,4238,BMTC,Varthuru HAL Main Gate Mayohall
323-N,323-NUP,KR Market To Kathriguppe,3,4239,BMTC,Domlur Varthuru
323-N,323-NDOWN,Kathriguppe To KR Market,3,4240,BMTC,Varthuru Domlur
324-A,324-AUP,KR Market To Nagondanahalli,3,4244,BMTC,Domlur Marathahalli Immadihalli
324-A,324-ADOWN,Nagondanahalli To KR Market,3,4247,BMTC,Varthuru Kodi Marathahalli Domlur
329-L,329-LUP,HAL Main Gate To Bellikere,3,4249,BMTC,Marathahalli Bridge Varthuru Kotur
329-L,329-LDOWN,Bellikere To HAL Main Gate,3,4250,BMTC,Muthsandra Varthuru Marathahalli
327-B,327-BUP,KR Market To Panatur Dinne,3,4251,BMTC,Mayohall Varthuru Kodi Gunjuru
329-H,329-HUP,Kempegowda Bus Station To Bellikere,3,4252,BMTC,Mayohall HAL Main Gate Varthuru
329-H,329-HDOWN,Bellikere To Kempegowda Bus Station,3,4253,BMTC,Varthuru HAL Main Gate Pallavi Talkies
324,324UP,KR Market To Immadihalli,3,4254,BMTC,Mayohall Marathahalli Varthuru Kodi
327-B,327-BDOWN,Panatur Dinne To KR Market,3,4257,BMTC,Gunjuru HAL Main Gate Richmond Circle
324,324DOWN,Immadihalli To KR Market,3,4261,BMTC,Varthuru Kodi HAL Main Gate Mayohall
329-B,329-BUP,KR Market To Janthagundanahalli,3,4264,BMTC,Mayohall Varthuru Kodi Muthsandra
138-A,138-AUP,Kempegowda Bus Station To Jeevanabheemanagara,3,4265,BMTC,Richmond Circle
329-B,329-BDOWN,Janthagundanahalli To KR Market,3,4267,BMTC,Valepura Cross HAL Main Gate Corporation
324-E,324-EUP,KR Market To Vijayanagara,3,4271,BMTC,Halasuru KR Puram Railway Station Hope Farm
324-E,324-EDOWN,Vijayanagara To KR Market,3,4277,BMTC,Hope Farm KR Puram Railway Station Halasuru
327-D,327-DUP,Kempegowda Bus Station To Gunjuru,3,4294,BMTC,HAL Kada Bisanahalli Balagere
327-C,327-CUP,KR Market To Attibele,3,4296,BMTC,Domlur Varthuru Sarjapura
327-C,327-CDOWN,Attibele To KR Market,3,4302,BMTC,Sarjapura Varthuru Domlur
323-D,323-DUP,KR Market To Kutaganahalli,3,4303,BMTC,Gunjuru
323-D,323-DDOWN,Kutaganahalli To KR Market,3,4305,BMTC,Gunjuru
327-H,327-HUP,KR Market To Kamanahalli,3,4312,BMTC,Nerige
327-H,327-HDOWN,Kamanahalli To KR Market,3,4315,BMTC,Gunjuru
326-C,326-CUP,KR Market To Kadugodi Bapuji Circle,3,4318,BMTC,Domlur Hope Farm Channasandra
326-C,326-CDOWN,Kadugodi Bapuji Circle To KR Market,3,4319,BMTC,Channasandra Varthuru Kodi Domlur
328-H,328-HUP,Hoskote To Attibele,3,4323,BMTC,Hope Farm Gunjuru Sarjapura
323,323UP,KR Market To Baguru,3,4325,BMTC,Gunjuru
328-H,328-HDOWN,Attibele To Hoskote,3,4328,BMTC,Hope Farm Varthuru Dommasandra
323,323DOWN,Baguru To KR Market,3,4334,BMTC,Gunjuru
228-J,228-JUP,Kempegowda Bus Station To Srinivaspura,3,4337,BMTC,Kengeri
328-HB,328-HBUP,Tin Factory To Attibele,3,4338,BMTC,Hope Farm Sarjapura
328-HB,328-HBDOWN,Attibele To Tin Factory,3,4344,BMTC,Sarjapura Hope Farm
227-CA,227-CADOWN,Bheemanakuppe To Kempegowda Bus Station,3,4348,BMTC,Basavanagara Bapujinagara
327-A,327-AUP,Kempegowda Bus Station To Dommasandra,3,4352,BMTC,Mayohall Marathahalli Gunjuru
327-A,327-ADOWN,Dommasandra To Kempegowda Bus Station,3,4354,BMTC,Gunjuru Marathahalli Pallavi Talkies
326-E,326-EUP,KR Market To Hoskote,3,4362,BMTC,Mayohall Varthuru Kodi Hope Farm Hoskote High School
323-B,323-BUP,KR Market To Kuguru,3,4366,BMTC,Domlur Varthuru
326-E,326-EDOWN,Hoskote To KR Market,3,4367,BMTC,Khaji Sonnenahalli Hope Farm Varthuru Kodi Corporation
323-B,323-BDOWN,Kuguru To KR Market,3,4368,BMTC,Varthuru Domlur
328-G,328-GUP,KR Market To Halasahalli,3,4369,BMTC,HAL Varthuru
328-G,328-GDOWN,Halasahalli To KR Market,3,4371,BMTC,Varthuru HAL
328-C,328-CUP,White Field TTMC To Hoskote,3,4375,BMTC,Hope Farm Khaji Sonnenahalli Gate Hoskote High School
328-B,328-BDOWN,Sarjapura To Hoskote,3,4376,BMTC,Dommasandra Seegehalli
329-A,329-AUP,KR Market To Madappanahalli,3,4379,BMTC,Mayohall Varthuru Kodi Nekkundi Dommasandra
328-C,328-CDOWN,Hoskote To White Field TTMC,3,4381,BMTC,Hope Farm Belthuru Gate Hoskote Kodi
329-A,329-ADOWN,Madappanahalli To KR Market,3,4383,BMTC,Nekkundi Dommasandra Varthuru Kodi Domlur Corporation
CS-ADT-HPPCR,CS-ADT-HPPCRDOWN,Adithi School To HP Petrol Bunk Coles Road,3,4391,BMTC,Hebbala
330-C,330-CUP,Shivajinagara Bus Station To Basavanagara Bus Stand,3,4402,BMTC,Domlur HAL
330-C,330-CDOWN,Basavanagara Bus Stand To Shivajinagara Bus Station,3,4405,BMTC,HAL Main Gate Domlur
333-C,333-CUP,Kempegowda Bus Station To Basavanagara Bus Stand,3,4408,BMTC,Mayohall HAL Main Gate
335-B,335-BUP,KR Market To Basavanagara Bus Stand,3,4418,BMTC,Mayohall HAL Main Gate
335-B,335-BDOWN,Basavanagara Bus Stand To KR Market,3,4420,BMTC,HAL Main Gate Domlur
333-C,333-CDOWN,Basavanagara Bus Stand To Kempegowda Bus Station,3,4422,BMTC,HAL Main Gate Domlur
335-C,335-CUP,KR Market To Lal Bahaddur Shastrinagara,3,4426,BMTC,Mayohall HAL main Gate
335-C,335-CDOWN,Lal Bahaddur Shastrinagara To KR Market,3,4427,BMTC,HAL Main Gate Domlur
60,60UP,Vijayanagara TTMC To Kempegowda Bus Station,3,4434,BMTC,Sujatha
226-E,226-EUP,KR Market To Channegowdana Doddy,3,4438,BMTC,Kengeri
226-J,226-JUP,Kempegowda Bus Station To Thimmappanapalya,3,4441,BMTC,Kengeri
226-E,226-EDOWN,Channegowdana Doddy To KR Market,3,4443,BMTC,Kengeri
146,146DOWN,Kempegowda Bus Station To Viveknagara,3,4444,BMTC,Nanjappa Circle
222-J,222-JDOWN,Thimmappanapalya To Kempegowda Bus Station,3,4447,BMTC,Kengeri
334-C,334-CUP,Kempegowda Bus Station To B Nagasandra,3,4453,BMTC,Mayohall Domlur
334-C,334-CDOWN,B Nagasandra To Kempegowda Bus Station,3,4456,BMTC,Domlur
226-J,226-JDOWN,Thimmappanapalya To Kempegowda Bus Station,3,4459,BMTC,Kengeri
227-S,227-SDOWN,Gollahalli To KR Market,3,4463,BMTC,Kengeri
336-A,336-AUP,KR Market To Kempapura,3,4476,BMTC,Domlur Yamaluru
336-A,336-ADOWN,Kempapura To KR Market,3,4477,BMTC,Yamaluru Domlur
336-B,336-BDOWN,Kempapura To Kempegowda Bus Station,3,4479,BMTC,Kempapura
333-F,333-FDOWN,Doddanekkundi To Kempegowda Bus Station,3,4496,BMTC,Domlur
333-B,333-BUP,Kempegowda Bus Station To AECS Layout,3,4500,BMTC,Domlur
333-B,333-BDOWN,AECS Layout To Kempegowda Bus Station,3,4504,BMTC,Domlur
333-E,333-EUP,Kempegowda Bus Station To Kadugodi Bus Station,3,4505,BMTC,Domlur Hope Farm
333-K,333-KUP,Kempegowda Bus Station To Dr Ambedkar Nagara,3,4512,BMTC,Domlur Varthuru Kodi
333-K,333-KDOWN,Dr Ambedkar Nagara To Kempegowda Bus Station,3,4513,BMTC,Varthuru Kodi Domlur
335-K,335-KDOWN,Bisanahalli To KR Market,3,4516,BMTC,Hope Farm Domlur
332,332UP,KR Market To Balagere,3,4519,BMTC,HAL Varthuru
330-P,330-PUP,Shivajinagara Bus Station To Balagere,3,4521,BMTC,Domlur Kadabisanahalli
332,332DOWN,Balagere To KR Market,3,4522,BMTC,Varthuru HAl
330-P,330-PDOWN,Balagere To Shivajinagara Bus Station,3,4524,BMTC,Kadabisanahalli Domlur
335-H,335-HUP,HAL Main Gate To Kadugodi Bus Station,3,4528,BMTC,Marathahalli Hope Farm
140-A,140-AUP,Srinivagilu To KR Market,3,4529,BMTC,Nanjappa Circle
335-H,335-HDOWN,Kadugodi Bus Station To HAL Main Gate,3,4530,BMTC,Hope Farm Marathahalli
339-E,339-EUP,Shivajinagara Bus Station To Gunjuru,3,4531,BMTC,KR Puram Railway Station Varthuru
330-PG,330-PGUP,Shivajinagara Bus Station To Gunjuru,3,4532,BMTC,Domlur Marathahalli Bridge
330-PG,330-PGDOWN,Gunjuru To Shivajinagara Bus Station,3,4535,BMTC,Marathahalli Domlur
140-A,140-ADOWN,KR Market To Srinivagilu,3,4536,BMTC,Nanjappa Circle
339-E,339-EDOWN,Gunjuru To Shivajinagara Bus Station,3,4537,BMTC,Hope Farm Mahadevapura
231-K,231-KUP,KR Market To Bidadi,3,4543,BMTC,Kengeri Hejjala Cross
331,331UP,Shivajinagara Bus Station To Kadugodi Bus Station,3,4544,BMTC,Domlur Varthuru Kodi
330-M,330-MUP,Shivajinagara Bus Station To Ashwathnagara,3,4545,BMTC,Domlur
330-M,330-MDOWN,Ashwathnagara To Shivajinagara Bus Station,3,4546,BMTC,Domlur
333-D,333-DUP,Kempegowda Bus Station To Chinnappanahalli,3,4547,BMTC,Domlur
333-D,333-DDOWN,Chinnappanahalli To Kempegowda Bus Station,3,4549,BMTC,Domlur
331,331DOWN,Kadugodi Bus Station To Shivajinagara Bus Station,3,4550,BMTC,Varthuru Kodi Domlur
331-E,331-EUP,Shivajinagara Bus Station To Bellathur,3,4553,BMTC,Domlur Varthuru Kodi
331-E,331-EDOWN,Bellathur To Shivajinagara Bus Station,3,4554,BMTC,Varthuru Kodi Domlur
330-D,330-DUP,Shivajinagara Bus Station To Doddakannalli,3,4556,BMTC,Domlur Yamaluru
141-A,141-ADOWN,Shivajinagara Bus Station To Koramangala National Games Village,3,4572,BMTC,Austin Town
334-E,334-EUP,Dr BR Ambedkar Bus Terminal To Hoskote,3,4579,BMTC,Varthuru Gate Hope Farm
334-E,334-EDOWN,Hoskote To Dr BR Ambedkar Bus Terminal,3,4581,BMTC,Hope Farm Varthuru Kodi
226-U,226-UDOWN,Kenchanakuppe To KR Market,3,4584,BMTC,Kengeri
226-P,226-PUP,KR Market To M Karenahalli,3,4585,BMTC,Kumbalagodu Bidadi
226-P,226-PDOWN,M Karenahalli To KR Market,3,4587,BMTC,Bidadi Kumbalagodu
290-L,290-LUP,HBR Layout 1st Stage To Shivajinagara Bus Station,3,4594,BMTC,Kadugondanahalli
330-G,330-GUP,Shivajinagara Bus Station To Doddanekkundi,3,4599,BMTC,Domlur HAL
330-G,330-GDOWN,Doddanekkundi To Shivajinagara Bus Station,3,4600,BMTC,HAL Kalyana Mantapa Domlur
336-B,336-BUP,Kempegowda Bus Station To Kempapura,3,4602,BMTC,Domlur Yamaluru
346-S,346-SUP,KR Market To Veerasandra Village,3,4608,BMTC,Kudlu Gate
346-S,346-SDOWN,Veerasandra Village To KR Market,3,4612,BMTC,Bommanahalli
346,346UP,KR Market To Jaga Jeevanram Nagara,3,4614,BMTC,Electronic City
34-B,34-BDOWN,Shivajinagara Bus Station To Vivekanada Nagara,3,4624,BMTC,Shanthinagara
305-C,305-CUP,Kempegowda Bus Station To Bisanahalli,3,4631,BMTC,Halasuru KR Puram Railway Station Hope Farm
334-EA,334-EAUP,Shivajinagara Bus Station To Hoskote Govt Hospital Malur Cross,3,4639,BMTC,Domlur Varthuru Kodi Hope Farm
234-D,234-DUP,KR Market To Upkar Residency Layout,3,4640,BMTC,Nayandahalli
234-D,234-DDOWN,Upkar Residency Layout To KR Market,3,4641,BMTC,Nayandahalli Bapujinagara
227-X,227-XDOWN,Thippagondanahalli To KR Market,3,4645,BMTC,Madapatna Anchepalya
47,47UP,Padmanabhanagara Rock To Yashawanthapura New Railway Station,3,4680,BMTC,Kempegowda Bus Station
47,47DOWN,Yashawanthapura New Railway Station To Padmanabhanagara Rock,3,4682,BMTC,KR Market
PTH-HAPT,PTH-HAPTUP,Puttenahalli To Heritage Estate CRPF Yalahanka,3,4690,BMTC,Ananathapura Gate
15-A,15-AUP,Padmanabhanagara Rock To KR Market,3,4732,BMTC,Monotype Corporation
36-A,36-AUP,Kempegowda Bus Station To Avalahalli BDA Layout,3,4741,BMTC,KR Market
36-A,36-ADOWN,Avalahalli BDA Layout To Kempegowda Bus Station,3,4743,BMTC,KR Market
242-C,242-CUP,KR Market To Thunga Nagara,3,4754,BMTC,Sunkadakatte
242-C,242-CDOWN,Thunga Nagara To KR Market,3,4757,BMTC,Sunkadakatte
13-E,13-EUP,Shivajinagara Bus Station To Shri Vidyanagara ,3,4791,BMTC,Jayanagara Banashankari
304-A,304-AUP,KR Market To Garudacharpalya,3,4793,BMTC,Halasuru
399-A,399-AUP,Chandapura To Hoskote,3,4820,BMTC,Muttanalluru Cross Gunjuru Hope Farm Hoskote Kodi
301-A,301-AUP,KR Market To Banasawadi,3,4821,BMTC,Indian Express Coles Park ITC Factory
319-K,319-KUP,Nandini Layout Bus Stand To Kadugodi Bus Station,3,4844,BMTC,Kempegowda Bus Station Halasuru KR Puram
319-K,319-KDOWN,Kadugodi Bus Station To Nandini Layout Bus Stand,3,4850,BMTC,KR Puram Halasuru Kempegowda Bus Station
300-MB,300-MBDOWN,B Channasandra Bridge To Marenahalli,3,4855,BMTC,Banasawadi Coles Park Cauvery Bhavana
369-D,369-DUP,Kempegowda Bus Station To Shanthiniketan,3,4877,BMTC,Bengaluru Diary Circle
298-PB,298-PBUP,Hoskote To Vijayapura,3,4892,BMTC,Sulibele I Basapura Venkatapura
298-PB,298-PBDOWN,Vijayapura Jangamakote To Hoskote,3,4897,BMTC,Venkatapura Kurubarahalli Sulibele
315-E,315-EUP,Kempegowda Bus Station To Sadaramangala,3,4903,BMTC,Halasuru KR Puram Kodigehalli
381-A,381-AUP,KR Market To Lakkondahalli,3,4905,BMTC,Mayohall KR Puram Hoskote kodi
248-W,248-WDOWN,Thunga Nagara To KR Market,3,4933,BMTC,Vijayanagara
369-C,369-CUP,Kempegowda Bus Station To Hulimavu dwn,3,4937,BMTC,Bangalore Dairy Circle
335,335UP,KR Market To Sathya Sai Hospital/ SJR,3,4944,BMTC,Mayohall HAL Main Gate Kundalahalli
331-B,331-BUP,Shivajinagara Bus Station To White Field TTMC,3,4946,BMTC,Domlur Marathahalli Bridge
335,335DOWN,Sathya Sai Hospital To KR Market,3,4947,BMTC,Kundalahalli Gate HAL Main Gate Corporation
331-B,331-BDOWN,White Field TTMC To Shivajinagara Bus Station,3,4953,BMTC,Marathahalli Domlur
337,337UP,KR Market To Doddanekkundi,3,4958,BMTC,Mayohall HAL Main Gate Dodda Nekkundi Cross
399-F,399-FDOWN,Anekal To Hoskote,3,4961,BMTC,Attibele Sarjapura Hope Farm
337,337DOWN,Doddanekkundi To KR Market,3,4962,BMTC,HAL Main Gate Domlur Corporation
399-C,399-CUP,Anekal To Chikka Thirupathi,3,4975,BMTC,Attibele Sarjapura
37-A,37-AUP,Shivajinagara Bus Station To Muneshwara Block,3,4976,BMTC,Lalbagh Main Gate
399-C,399-CDOWN,Chikka Thirupathi To Anekal,3,4978,BMTC,Sarjapura Attibele
399-D,399-DUP,Electronic City To Attibele,3,4990,BMTC,Huskuru Sarjapura
399-D,399-DDOWN,Attibele To Electronic City,3,4993,BMTC,Sarjapura Huskuru
61-A,61-ADOWN,Chandra Layout To Kempegowda Bus Station,3,4996,BMTC,Sujatha
